state,district,month,monthly_enrolments,monthly_load,estimated_update_requests
Uttarakhand,Hardwar,2025-08,3,3,1
Uttarakhand,Hardwar,2025-09,2,2,1
Uttarakhand,Hardwar,2025-10,11,11,4
Uttarakhand,Hardwar,2025-11,2,2,1
Uttarakhand,Hardwar,2025-12,6,6,2
Uttarakhand,Haridwar,2025-01,780,780,273
Uttarakhand,Haridwar,2025-02,113,113,40
Uttarakhand,Haridwar,2025-03,150,150,52
Uttarakhand,Haridwar,2025-04,65,65,23
Uttarakhand,Haridwar,2025-05,128,128,45
Uttarakhand,Haridwar,2025-06,115,115,40
Uttarakhand,Haridwar,2025-07,64,64,22
Uttarakhand,Haridwar,2025-08,160,160,56
Uttarakhand,Haridwar,2025-09,172,172,60
Uttarakhand,Haridwar,2025-10,190,190,66
Uttarakhand,Haridwar,2025-11,140,140,49
Uttarakhand,Haridwar,2025-12,130,130,46
Uttarakhand,Nainital,2025-01,636,636,223
Uttarakhand,Nainital,2025-02,82,82,29
Uttarakhand,Nainital,2025-03,98,98,34
Uttarakhand,Nainital,2025-04,61,61,21
Uttarakhand,Nainital,2025-05,53,53,19
Uttarakhand,Nainital,2025-06,78,78,27
Uttarakhand,Nainital,2025-07,47,47,16
Uttarakhand,Nainital,2025-08,108,108,38
Uttarakhand,Nainital,2025-09,122,122,43
Uttarakhand,Nainital,2025-10,130,130,46
Uttarakhand,Nainital,2025-11,97,97,34
Uttarakhand,Nainital,2025-12,76,76,27
Uttarakhand,Pauri Garhwal,2025-01,37,37,13
Uttarakhand,Pauri Garhwal,2025-02,43,43,15
Uttarakhand,Pauri Garhwal,2025-03,47,47,16
Uttarakhand,Pauri Garhwal,2025-04,30,30,10
Uttarakhand,Pauri Garhwal,2025-05,19,19,7
Uttarakhand,Pauri Garhwal,2025-06,51,51,18
Uttarakhand,Pauri Garhwal,2025-07,22,22,8
Uttarakhand,Pauri Garhwal,2025-08,63,63,22
Uttarakhand,Pauri Garhwal,2025-09,43,43,15
Uttarakhand,Pauri Garhwal,2025-10,60,60,21
Uttarakhand,Pauri Garhwal,2025-11,64,64,22
Uttarakhand,Pauri Garhwal,2025-12,56,56,20
Uttarakhand,Pithoragarh,2025-01,18,18,6
Uttarakhand,Pithoragarh,2025-02,24,24,8
Uttarakhand,Pithoragarh,2025-03,39,39,14
Uttarakhand,Pithoragarh,2025-04,22,22,8
Uttarakhand,Pithoragarh,2025-05,19,19,7
Uttarakhand,Pithoragarh,2025-06,18,18,6
Uttarakhand,Pithoragarh,2025-07,12,12,4
Uttarakhand,Pithoragarh,2025-08,50,50,18
Uttarakhand,Pithoragarh,2025-09,47,47,16
Uttarakhand,Pithoragarh,2025-10,54,54,19
Uttarakhand,Pithoragarh,2025-11,47,47,16
Uttarakhand,Pithoragarh,2025-12,17,17,6
Uttarakhand,Rudraprayag,2025-01,15,15,5
Uttarakhand,Rudraprayag,2025-02,22,22,8
Uttarakhand,Rudraprayag,2025-03,26,26,9
Uttarakhand,Rudraprayag,2025-04,12,12,4
Uttarakhand,Rudraprayag,2025-05,13,13,5
Uttarakhand,Rudraprayag,2025-06,20,20,7
Uttarakhand,Rudraprayag,2025-07,13,13,5
Uttarakhand,Rudraprayag,2025-08,42,42,15
Uttarakhand,Rudraprayag,2025-09,39,39,14
Uttarakhand,Rudraprayag,2025-10,41,41,14
Uttarakhand,Rudraprayag,2025-11,22,22,8
Uttarakhand,Rudraprayag,2025-12,16,16,6
Uttarakhand,Tehri Garhwal,2025-01,44,44,15
Uttarakhand,Tehri Garhwal,2025-02,75,75,26
Uttarakhand,Tehri Garhwal,2025-03,63,63,22
Uttarakhand,Tehri Garhwal,2025-04,34,34,12
Uttarakhand,Tehri Garhwal,2025-05,92,92,32
Uttarakhand,Tehri Garhwal,2025-06,66,66,23
Uttarakhand,Tehri Garhwal,2025-07,55,55,19
Uttarakhand,Tehri Garhwal,2025-08,101,101,35
Uttarakhand,Tehri Garhwal,2025-09,110,110,38
Uttarakhand,Tehri Garhwal,2025-10,104,104,36
Uttarakhand,Tehri Garhwal,2025-11,63,63,22
Uttarakhand,Tehri Garhwal,2025-12,77,77,27
Uttarakhand,Udham Singh Nagar,2025-01,61,61,21
Uttarakhand,Udham Singh Nagar,2025-02,172,172,60
Uttarakhand,Udham Singh Nagar,2025-03,133,133,47
Uttarakhand,Udham Singh Nagar,2025-04,84,84,29
Uttarakhand,Udham Singh Nagar,2025-05,120,120,42
Uttarakhand,Udham Singh Nagar,2025-06,166,166,58
Uttarakhand,Udham Singh Nagar,2025-07,70,70,24
Uttarakhand,Udham Singh Nagar,2025-08,205,205,72
Uttarakhand,Udham Singh Nagar,2025-09,221,221,77
Uttarakhand,Udham Singh Nagar,2025-10,245,245,86
Uttarakhand,Udham Singh Nagar,2025-11,204,204,71
Uttarakhand,Udham Singh Nagar,2025-12,164,164,57
Uttarakhand,Uttarkashi,2025-01,12,12,4
Uttarakhand,Uttarkashi,2025-02,23,23,8
Uttarakhand,Uttarkashi,2025-03,31,31,11
Uttarakhand,Uttarkashi,2025-04,13,13,5
Uttarakhand,Uttarkashi,2025-05,35,35,12
Uttarakhand,Uttarkashi,2025-06,25,25,9
Uttarakhand,Uttarkashi,2025-07,7,7,2
Uttarakhand,Uttarkashi,2025-08,37,37,13
Uttarakhand,Uttarkashi,2025-09,31,31,11
Uttarakhand,Uttarkashi,2025-10,30,30,10
Uttarakhand,Uttarkashi,2025-11,23,23,8
Uttarakhand,Uttarkashi,2025-12,28,28,10
WEST BENGAL,HOOGHLY,2025-01,1,1,0
WEST BENGAL,HOOGHLY,2025-10,1,1,0
WEST BENGAL,HOOGHLY,2025-11,1,1,0
WESTBENGAL,HOOGHLY,2025-02,1,1,0
West  Bengal,Hooghly,2025-01,1,1,0
West  Bengal,Hooghly,2025-04,1,1,0
West  Bengal,Hooghly,2025-05,1,1,0
West  Bengal,Hooghly,2025-07,1,1,0
West  Bengal,Hooghly,2025-08,2,2,1
West  Bengal,Hooghly,2025-09,1,1,0
West  Bengal,Hooghly,2025-10,1,1,0
West  Bengal,Hooghly,2025-11,1,1,0
West  Bengal,Hooghly,2025-12,1,1,0
West Bangal,Howrah,2025-03,1,1,0
West Bangal,Howrah,2025-11,2,2,1
West Bengal,24 Paraganas North,2025-01,6147,6147,2151
West Bengal,24 Paraganas South,2025-01,490,490,172
West Bengal,Alipurduar,2025-01,2608,2608,913
West Bengal,Alipurduar,2025-02,40,40,14
West Bengal,Alipurduar,2025-03,28,28,10
West Bengal,Alipurduar,2025-04,14,14,5
West Bengal,Alipurduar,2025-05,23,23,8
West Bengal,Alipurduar,2025-06,30,30,10
West Bengal,Alipurduar,2025-07,14,14,5
West Bengal,Alipurduar,2025-08,34,34,12
West Bengal,Alipurduar,2025-09,51,51,18
West Bengal,Alipurduar,2025-10,46,46,16
West Bengal,Alipurduar,2025-11,27,27,9
West Bengal,Alipurduar,2025-12,41,41,14
West Bengal,Bankura,2025-01,222,222,78
West Bengal,Bankura,2025-02,548,548,192
West Bengal,Bankura,2025-03,441,441,154
West Bengal,Bankura,2025-04,222,222,78
West Bengal,Bankura,2025-05,322,322,113
West Bengal,Bankura,2025-06,345,345,121
West Bengal,Bankura,2025-07,281,281,98
West Bengal,Bankura,2025-08,376,376,132
West Bengal,Bankura,2025-09,432,432,151
West Bengal,Bankura,2025-10,446,446,156
West Bengal,Bankura,2025-11,293,293,103
West Bengal,Bankura,2025-12,361,361,126
West Bengal,Barddhaman,2025-01,363,363,127
West Bengal,Barddhaman,2025-02,795,795,278
West Bengal,Barddhaman,2025-03,560,560,196
West Bengal,Barddhaman,2025-04,388,388,136
West Bengal,Barddhaman,2025-05,384,384,134
West Bengal,Barddhaman,2025-06,472,472,165
West Bengal,Barddhaman,2025-07,245,245,86
West Bengal,Barddhaman,2025-08,550,550,192
West Bengal,Barddhaman,2025-09,653,653,229
West Bengal,Barddhaman,2025-10,680,680,238
West Bengal,Barddhaman,2025-11,474,474,166
West Bengal,Barddhaman,2025-12,401,401,140
West Bengal,Bardhaman,2025-01,48,48,17
West Bengal,Bardhaman,2025-02,90,90,31
West Bengal,Bardhaman,2025-03,57,57,20
West Bengal,Bardhaman,2025-04,40,40,14
West Bengal,Bardhaman,2025-05,42,42,15
West Bengal,Bardhaman,2025-06,48,48,17
West Bengal,Bardhaman,2025-07,28,28,10
West Bengal,Bardhaman,2025-08,68,68,24
West Bengal,Bardhaman,2025-09,80,80,28
West Bengal,Bardhaman,2025-10,76,76,27
West Bengal,Bardhaman,2025-11,62,62,22
West Bengal,Bardhaman,2025-12,51,51,18
West Bengal,Birbhum,2025-01,1541,1541,539
West Bengal,Birbhum,2025-02,668,668,234
West Bengal,Birbhum,2025-03,430,430,150
West Bengal,Birbhum,2025-04,191,191,67
West Bengal,Birbhum,2025-05,457,457,160
West Bengal,Birbhum,2025-06,460,460,161
West Bengal,Birbhum,2025-07,270,270,94
West Bengal,Birbhum,2025-08,423,423,148
West Bengal,Birbhum,2025-09,445,445,156
West Bengal,Birbhum,2025-10,657,657,230
West Bengal,Birbhum,2025-11,373,373,131
West Bengal,Birbhum,2025-12,326,326,114
West Bengal,Cooch Behar,2025-01,2348,2348,822
West Bengal,Cooch Behar,2025-02,324,324,113
West Bengal,Cooch Behar,2025-03,181,181,63
West Bengal,Cooch Behar,2025-04,147,147,51
West Bengal,Cooch Behar,2025-05,295,295,103
West Bengal,Cooch Behar,2025-06,227,227,79
West Bengal,Cooch Behar,2025-07,131,131,46
West Bengal,Cooch Behar,2025-08,250,250,88
West Bengal,Cooch Behar,2025-09,289,289,101
West Bengal,Cooch Behar,2025-10,336,336,118
West Bengal,Cooch Behar,2025-11,242,242,85
West Bengal,Cooch Behar,2025-12,200,200,70
West Bengal,Coochbehar,2025-01,4360,4360,1526
West Bengal,Coochbehar,2025-09,50,50,18
West Bengal,Dakshin Dinajpur,2025-01,349,349,122
West Bengal,Dakshin Dinajpur,2025-02,264,264,92
West Bengal,Dakshin Dinajpur,2025-03,188,188,66
West Bengal,Dakshin Dinajpur,2025-04,174,174,61
West Bengal,Dakshin Dinajpur,2025-05,229,229,80
West Bengal,Dakshin Dinajpur,2025-06,203,203,71
West Bengal,Dakshin Dinajpur,2025-07,114,114,40
West Bengal,Dakshin Dinajpur,2025-08,223,223,78
West Bengal,Dakshin Dinajpur,2025-09,162,162,57
West Bengal,Dakshin Dinajpur,2025-10,217,217,76
West Bengal,Dakshin Dinajpur,2025-11,222,222,78
West Bengal,Dakshin Dinajpur,2025-12,229,229,80
West Bengal,Darjeeling,2025-01,3521,3521,1232
West Bengal,Darjeeling,2025-02,114,114,40
West Bengal,Darjeeling,2025-03,113,113,40
West Bengal,Darjeeling,2025-04,61,61,21
West Bengal,Darjeeling,2025-05,105,105,37
West Bengal,Darjeeling,2025-06,94,94,33
West Bengal,Darjeeling,2025-07,72,72,25
West Bengal,Darjeeling,2025-08,99,99,35
West Bengal,Darjeeling,2025-09,146,146,51
West Bengal,Darjeeling,2025-10,133,133,47
West Bengal,Darjeeling,2025-11,115,115,40
West Bengal,Darjeeling,2025-12,100,100,35
West Bengal,Darjiling,2025-01,12,12,4
West Bengal,Darjiling,2025-02,30,30,10
West Bengal,Darjiling,2025-03,25,25,9
West Bengal,Darjiling,2025-04,15,15,5
West Bengal,Darjiling,2025-05,21,21,7
West Bengal,Darjiling,2025-06,15,15,5
West Bengal,Darjiling,2025-07,14,14,5
West Bengal,Darjiling,2025-08,24,24,8
West Bengal,Darjiling,2025-09,27,27,9
West Bengal,Darjiling,2025-10,30,30,10
West Bengal,Darjiling,2025-11,28,28,10
West Bengal,Darjiling,2025-12,22,22,8
West Bengal,Dinajpur Dakshin,2025-01,997,997,349
West Bengal,Dinajpur Uttar,2025-01,11600,11600,4060
West Bengal,Dinajpur Uttar,2025-09,71,71,25
West Bengal,East Midnapore,2025-01,45,45,16
West Bengal,East Midnapore,2025-02,120,120,42
West Bengal,East Midnapore,2025-03,54,54,19
West Bengal,East Midnapore,2025-04,27,27,9
West Bengal,East Midnapore,2025-05,62,62,22
West Bengal,East Midnapore,2025-06,75,75,26
West Bengal,East Midnapore,2025-07,41,41,14
West Bengal,East Midnapore,2025-08,69,69,24
West Bengal,East Midnapore,2025-09,60,60,21
West Bengal,East Midnapore,2025-10,92,92,32
West Bengal,East Midnapore,2025-11,72,72,25
West Bengal,East Midnapore,2025-12,54,54,19
West Bengal,HOOGHLY,2025-01,1,1,0
West Bengal,HOWRAH,2025-02,1,1,0
West Bengal,HOWRAH,2025-06,2,2,1
West Bengal,Haora,2025-01,57,57,20
West Bengal,Haora,2025-02,112,112,39
West Bengal,Haora,2025-03,91,91,32
West Bengal,Haora,2025-04,63,63,22
West Bengal,Haora,2025-05,119,119,42
West Bengal,Haora,2025-06,98,98,34
West Bengal,Haora,2025-07,71,71,25
West Bengal,Haora,2025-08,111,111,39
West Bengal,Haora,2025-09,101,101,35
West Bengal,Haora,2025-10,132,132,46
West Bengal,Haora,2025-11,87,87,30
West Bengal,Haora,2025-12,78,78,27
West Bengal,Hawrah,2025-04,1,1,0
West Bengal,Hooghly,2025-01,631,631,221
West Bengal,Hooghly,2025-02,673,673,236
West Bengal,Hooghly,2025-03,424,424,148
West Bengal,Hooghly,2025-04,312,312,109
West Bengal,Hooghly,2025-05,434,434,152
West Bengal,Hooghly,2025-06,414,414,145
West Bengal,Hooghly,2025-07,249,249,87
West Bengal,Hooghly,2025-08,493,493,173
West Bengal,Hooghly,2025-09,476,476,167
West Bengal,Hooghly,2025-10,593,593,208
West Bengal,Hooghly,2025-11,459,459,161
West Bengal,Hooghly,2025-12,406,406,142
West Bengal,Howrah,2025-01,613,613,215
West Bengal,Howrah,2025-02,525,525,184
West Bengal,Howrah,2025-03,264,264,92
West Bengal,Howrah,2025-04,240,240,84
West Bengal,Howrah,2025-05,508,508,178
West Bengal,Howrah,2025-06,363,363,127
West Bengal,Howrah,2025-07,239,239,84
West Bengal,Howrah,2025-08,378,378,132
West Bengal,Howrah,2025-09,390,390,136
West Bengal,Howrah,2025-10,371,371,130
West Bengal,Howrah,2025-11,310,310,108
West Bengal,Howrah,2025-12,382,382,134
West Bengal,Hugli,2025-01,2,2,1
West Bengal,Hugli,2025-02,8,8,3
West Bengal,Hugli,2025-03,3,3,1
West Bengal,Hugli,2025-04,1,1,0
West Bengal,Hugli,2025-05,6,6,2
West Bengal,Hugli,2025-06,3,3,1
West Bengal,Hugli,2025-07,4,4,1
West Bengal,Hugli,2025-08,6,6,2
West Bengal,Hugli,2025-09,11,11,4
West Bengal,Hugli,2025-10,7,7,2
West Bengal,Hugli,2025-11,7,7,2
West Bengal,Hugli,2025-12,2,2,1
West Bengal,Jalpaiguri,2025-01,2420,2420,847
West Bengal,Jalpaiguri,2025-02,248,248,87
West Bengal,Jalpaiguri,2025-03,254,254,89
West Bengal,Jalpaiguri,2025-04,129,129,45
West Bengal,Jalpaiguri,2025-05,243,243,85
West Bengal,Jalpaiguri,2025-06,220,220,77
West Bengal,Jalpaiguri,2025-07,158,158,55
West Bengal,Jalpaiguri,2025-08,251,251,88
West Bengal,Jalpaiguri,2025-09,291,291,102
West Bengal,Jalpaiguri,2025-10,293,293,103
West Bengal,Jalpaiguri,2025-11,269,269,94
West Bengal,Jalpaiguri,2025-12,264,264,92
West Bengal,Jhargram,2025-01,74,74,26
West Bengal,Jhargram,2025-02,48,48,17
West Bengal,Jhargram,2025-03,15,15,5
West Bengal,Jhargram,2025-04,7,7,2
West Bengal,Jhargram,2025-05,19,19,7
West Bengal,Jhargram,2025-06,17,17,6
West Bengal,Jhargram,2025-07,10,10,4
West Bengal,Jhargram,2025-08,35,35,12
West Bengal,Jhargram,2025-09,32,32,11
West Bengal,Jhargram,2025-10,40,40,14
West Bengal,Jhargram,2025-11,33,33,12
West Bengal,Jhargram,2025-12,25,25,9
West Bengal,Kalimpong,2025-01,272,272,95
West Bengal,Kalimpong,2025-02,2,2,1
West Bengal,Kalimpong,2025-03,11,11,4
West Bengal,Kalimpong,2025-04,8,8,3
West Bengal,Kalimpong,2025-05,3,3,1
West Bengal,Kalimpong,2025-06,4,4,1
West Bengal,Kalimpong,2025-07,4,4,1
West Bengal,Kalimpong,2025-08,10,10,4
West Bengal,Kalimpong,2025-09,7,7,2
West Bengal,Kalimpong,2025-10,5,5,2
West Bengal,Kalimpong,2025-11,6,6,2
West Bengal,Kalimpong,2025-12,6,6,2
West Bengal,Koch Bihar,2025-01,72,72,25
West Bengal,Koch Bihar,2025-02,140,140,49
West Bengal,Koch Bihar,2025-03,77,77,27
West Bengal,Koch Bihar,2025-04,48,48,17
West Bengal,Koch Bihar,2025-05,131,131,46
West Bengal,Koch Bihar,2025-06,81,81,28
West Bengal,Koch Bihar,2025-07,70,70,24
West Bengal,Koch Bihar,2025-08,93,93,33
West Bengal,Koch Bihar,2025-09,110,110,38
West Bengal,Koch Bihar,2025-10,136,136,48
West Bengal,Koch Bihar,2025-11,88,88,31
West Bengal,Koch Bihar,2025-12,91,91,32
West Bengal,Kolkata,2025-01,2253,2253,789
West Bengal,Kolkata,2025-02,352,352,123
West Bengal,Kolkata,2025-03,258,258,90
West Bengal,Kolkata,2025-04,143,143,50
West Bengal,Kolkata,2025-05,151,151,53
West Bengal,Kolkata,2025-06,220,220,77
West Bengal,Kolkata,2025-07,107,107,37
West Bengal,Kolkata,2025-08,306,306,107
West Bengal,Kolkata,2025-09,298,298,104
West Bengal,Kolkata,2025-10,298,298,104
West Bengal,Kolkata,2025-11,281,281,98
West Bengal,Kolkata,2025-12,267,267,93
West Bengal,MALDA,2025-03,1,1,0
West Bengal,MALDA,2025-05,1,1,0
West Bengal,MALDA,2025-08,2,2,1
West Bengal,Malda,2025-01,873,873,306
West Bengal,Malda,2025-02,592,592,207
West Bengal,Malda,2025-03,443,443,155
West Bengal,Malda,2025-04,279,279,98
West Bengal,Malda,2025-05,412,412,144
West Bengal,Malda,2025-06,343,343,120
West Bengal,Malda,2025-07,253,253,89
West Bengal,Malda,2025-08,432,432,151
West Bengal,Malda,2025-09,409,409,143
West Bengal,Malda,2025-10,529,529,185
West Bengal,Malda,2025-11,404,404,141
West Bengal,Malda,2025-12,366,366,128
West Bengal,Maldah,2025-01,42,42,15
West Bengal,Maldah,2025-02,70,70,24
West Bengal,Maldah,2025-03,48,48,17
West Bengal,Maldah,2025-04,41,41,14
West Bengal,Maldah,2025-05,50,50,18
West Bengal,Maldah,2025-06,44,44,15
West Bengal,Maldah,2025-07,29,29,10
West Bengal,Maldah,2025-08,47,47,16
West Bengal,Maldah,2025-09,44,44,15
West Bengal,Maldah,2025-10,70,70,24
West Bengal,Maldah,2025-11,60,60,21
West Bengal,Maldah,2025-12,54,54,19
West Bengal,Medinipur,2025-02,1,1,0
West Bengal,Medinipur,2025-03,2,2,1
West Bengal,Medinipur,2025-05,1,1,0
West Bengal,Medinipur,2025-10,1,1,0
West Bengal,Medinipur,2025-11,2,2,1
West Bengal,Medinipur West,2025-01,645,645,226
West Bengal,Murshidabad,2025-01,678,678,237
West Bengal,Murshidabad,2025-02,1591,1591,557
West Bengal,Murshidabad,2025-03,1063,1063,372
West Bengal,Murshidabad,2025-04,609,609,213
West Bengal,Murshidabad,2025-05,1641,1641,574
West Bengal,Murshidabad,2025-06,1291,1291,452
West Bengal,Murshidabad,2025-07,808,808,283
West Bengal,Murshidabad,2025-08,1095,1095,383
West Bengal,Murshidabad,2025-09,1250,1250,438
West Bengal,Murshidabad,2025-10,1399,1399,490
West Bengal,Murshidabad,2025-11,985,985,345
West Bengal,Murshidabad,2025-12,906,906,317
West Bengal,NADIA,2025-02,1,1,0
West Bengal,Nadia,2025-01,3744,3744,1310
West Bengal,Nadia,2025-02,628,628,220
West Bengal,Nadia,2025-03,396,396,139
West Bengal,Nadia,2025-04,270,270,94
West Bengal,Nadia,2025-05,535,535,187
West Bengal,Nadia,2025-06,391,391,137
West Bengal,Nadia,2025-07,251,251,88
West Bengal,Nadia,2025-08,405,405,142
West Bengal,Nadia,2025-09,469,469,164
West Bengal,Nadia,2025-10,537,537,188
West Bengal,Nadia,2025-11,367,367,128
West Bengal,Nadia,2025-12,384,384,134
West Bengal,North 24 Parganas,2025-01,1554,1554,544
West Bengal,North 24 Parganas,2025-02,1336,1336,468
West Bengal,North 24 Parganas,2025-03,744,744,260
West Bengal,North 24 Parganas,2025-04,599,599,210
West Bengal,North 24 Parganas,2025-05,881,881,308
West Bengal,North 24 Parganas,2025-06,982,982,344
West Bengal,North 24 Parganas,2025-07,562,562,197
West Bengal,North 24 Parganas,2025-08,827,827,289
West Bengal,North 24 Parganas,2025-09,863,863,302
West Bengal,North 24 Parganas,2025-10,898,898,314
West Bengal,North 24 Parganas,2025-11,803,803,281
West Bengal,North 24 Parganas,2025-12,724,724,253
West Bengal,North Dinajpur,2025-01,14,14,5
West Bengal,North Dinajpur,2025-02,16,16,6
West Bengal,North Dinajpur,2025-03,9,9,3
West Bengal,North Dinajpur,2025-04,5,5,2
West Bengal,North Dinajpur,2025-05,5,5,2
West Bengal,North Dinajpur,2025-06,4,4,1
West Bengal,North Dinajpur,2025-07,2,2,1
West Bengal,North Dinajpur,2025-08,12,12,4
West Bengal,North Dinajpur,2025-09,16,16,6
West Bengal,North Dinajpur,2025-10,15,15,5
West Bengal,North Dinajpur,2025-11,5,5,2
West Bengal,North Dinajpur,2025-12,6,6,2
West Bengal,North Twenty Four Parganas,2025-01,49,49,17
West Bengal,North Twenty Four Parganas,2025-02,78,78,27
West Bengal,North Twenty Four Parganas,2025-03,44,44,15
West Bengal,North Twenty Four Parganas,2025-04,35,35,12
West Bengal,North Twenty Four Parganas,2025-05,64,64,22
West Bengal,North Twenty Four Parganas,2025-06,63,63,22
West Bengal,North Twenty Four Parganas,2025-07,40,40,14
West Bengal,North Twenty Four Parganas,2025-08,49,49,17
West Bengal,North Twenty Four Parganas,2025-09,47,47,16
West Bengal,North Twenty Four Parganas,2025-10,65,65,23
West Bengal,North Twenty Four Parganas,2025-11,50,50,18
West Bengal,North Twenty Four Parganas,2025-12,50,50,18
West Bengal,Paschim Bardhaman,2025-01,20,20,7
West Bengal,Paschim Bardhaman,2025-02,54,54,19
West Bengal,Paschim Bardhaman,2025-03,29,29,10
West Bengal,Paschim Bardhaman,2025-04,20,20,7
West Bengal,Paschim Bardhaman,2025-05,33,33,12
West Bengal,Paschim Bardhaman,2025-06,34,34,12
West Bengal,Paschim Bardhaman,2025-07,28,28,10
West Bengal,Paschim Bardhaman,2025-08,39,39,14
West Bengal,Paschim Bardhaman,2025-09,53,53,19
West Bengal,Paschim Bardhaman,2025-10,63,63,22
West Bengal,Paschim Bardhaman,2025-11,34,34,12
West Bengal,Paschim Bardhaman,2025-12,42,42,15
West Bengal,Paschim Medinipur,2025-01,275,275,96
West Bengal,Paschim Medinipur,2025-02,871,871,305
West Bengal,Paschim Medinipur,2025-03,455,455,159
West Bengal,Paschim Medinipur,2025-04,258,258,90
West Bengal,Paschim Medinipur,2025-05,597,597,209
West Bengal,Paschim Medinipur,2025-06,511,511,179
West Bengal,Paschim Medinipur,2025-07,310,310,108
West Bengal,Paschim Medinipur,2025-08,593,593,208
West Bengal,Paschim Medinipur,2025-09,618,618,216
West Bengal,Paschim Medinipur,2025-10,744,744,260
West Bengal,Paschim Medinipur,2025-11,549,549,192
West Bengal,Paschim Medinipur,2025-12,449,449,157
West Bengal,Purba Bardhaman,2025-01,122,122,43
West Bengal,Purba Bardhaman,2025-02,139,139,49
West Bengal,Purba Bardhaman,2025-03,98,98,34
West Bengal,Purba Bardhaman,2025-04,79,79,28
West Bengal,Purba Bardhaman,2025-05,80,80,28
West Bengal,Purba Bardhaman,2025-06,108,108,38
West Bengal,Purba Bardhaman,2025-07,34,34,12
West Bengal,Purba Bardhaman,2025-08,79,79,28
West Bengal,Purba Bardhaman,2025-09,102,102,36
West Bengal,Purba Bardhaman,2025-10,124,124,43
West Bengal,Purba Bardhaman,2025-11,88,88,31
West Bengal,Purba Bardhaman,2025-12,70,70,24
West Bengal,Purba Medinipur,2025-01,318,318,111
West Bengal,Purba Medinipur,2025-02,759,759,266
West Bengal,Purba Medinipur,2025-03,364,364,127
West Bengal,Purba Medinipur,2025-04,232,232,81
West Bengal,Purba Medinipur,2025-05,462,462,162
West Bengal,Purba Medinipur,2025-06,473,473,166
West Bengal,Purba Medinipur,2025-07,271,271,95
West Bengal,Purba Medinipur,2025-08,483,483,169
West Bengal,Purba Medinipur,2025-09,519,519,182
West Bengal,Purba Medinipur,2025-10,670,670,234
West Bengal,Purba Medinipur,2025-11,437,437,153
West Bengal,Purba Medinipur,2025-12,389,389,136
West Bengal,Purulia,2025-01,23,23,8
West Bengal,Purulia,2025-02,27,27,9
West Bengal,Purulia,2025-03,17,17,6
West Bengal,Purulia,2025-04,5,5,2
West Bengal,Purulia,2025-05,21,21,7
West Bengal,Purulia,2025-06,24,24,8
West Bengal,Purulia,2025-07,14,14,5
West Bengal,Purulia,2025-08,33,33,12
West Bengal,Purulia,2025-09,33,33,12
West Bengal,Purulia,2025-10,42,42,15
West Bengal,Purulia,2025-11,18,18,6
West Bengal,Purulia,2025-12,33,33,12
West Bengal,Puruliya,2025-01,280,280,98
West Bengal,Puruliya,2025-02,557,557,195
West Bengal,Puruliya,2025-03,311,311,109
West Bengal,Puruliya,2025-04,216,216,76
West Bengal,Puruliya,2025-05,460,460,161
West Bengal,Puruliya,2025-06,452,452,158
West Bengal,Puruliya,2025-07,283,283,99
West Bengal,Puruliya,2025-08,566,566,198
West Bengal,Puruliya,2025-09,579,579,203
West Bengal,Puruliya,2025-10,518,518,181
West Bengal,Puruliya,2025-11,440,440,154
West Bengal,Puruliya,2025-12,391,391,137
West Bengal,South 24 Parganas,2025-01,667,667,233
West Bengal,South 24 Parganas,2025-02,1577,1577,552
West Bengal,South 24 Parganas,2025-03,879,879,308
West Bengal,South 24 Parganas,2025-04,506,506,177
West Bengal,South 24 Parganas,2025-05,1114,1114,390
West Bengal,South 24 Parganas,2025-06,1021,1021,357
West Bengal,South 24 Parganas,2025-07,452,452,158
West Bengal,South 24 Parganas,2025-08,875,875,306
West Bengal,South 24 Parganas,2025-09,984,984,344
West Bengal,South 24 Parganas,2025-10,1309,1309,458
West Bengal,South 24 Parganas,2025-11,884,884,309
West Bengal,South 24 Parganas,2025-12,790,790,276
West Bengal,South Dinajpur,2025-01,9,9,3
West Bengal,South Dinajpur,2025-02,20,20,7
West Bengal,South Dinajpur,2025-03,11,11,4
West Bengal,South Dinajpur,2025-04,11,11,4
West Bengal,South Dinajpur,2025-05,11,11,4
West Bengal,South Dinajpur,2025-06,11,11,4
West Bengal,South Dinajpur,2025-07,4,4,1
West Bengal,South Dinajpur,2025-08,15,15,5
West Bengal,South Dinajpur,2025-09,11,11,4
West Bengal,South Dinajpur,2025-10,18,18,6
West Bengal,South Dinajpur,2025-11,16,16,6
West Bengal,South Dinajpur,2025-12,11,11,4
West Bengal,South Twenty Four Parganas,2025-01,58,58,20
West Bengal,South Twenty Four Parganas,2025-02,261,261,91
West Bengal,South Twenty Four Parganas,2025-03,122,122,43
West Bengal,South Twenty Four Parganas,2025-04,60,60,21
West Bengal,South Twenty Four Parganas,2025-05,140,140,49
West Bengal,South Twenty Four Parganas,2025-06,113,113,40
West Bengal,South Twenty Four Parganas,2025-07,70,70,24
West Bengal,South Twenty Four Parganas,2025-08,123,123,43
West Bengal,South Twenty Four Parganas,2025-09,132,132,46
West Bengal,South Twenty Four Parganas,2025-10,173,173,61
West Bengal,South Twenty Four Parganas,2025-11,91,91,32
West Bengal,South Twenty Four Parganas,2025-12,103,103,36
West Bengal,Uttar Dinajpur,2025-01,5869,5869,2054
West Bengal,Uttar Dinajpur,2025-02,820,820,287
